project_code;stage_name;description;date_start;date_close;is_onhold;U_CoreServices
17224;Construction Administration;ABORTED SCOPE;9-1-2018;12-30-2019;\N;S020
17224;Schematic Design;removed line - combined to line 3;12-1-2017;12-30-2018;\N;S020
17230;Concept Design;Redundant;5-1-2018;5-1-2018;\N;\N
17230;Project Initiation;\N;2-27-2018;2-27-2018;\N;\N
17230;Conceptual Masterplanning;Preliminary Conceptual Masterplan Stage & Project Appreciation and Baseline review Stage;2-27-2018;9-7-2018;\N;\N
17230;Conceptual Masterplanning;XX;2-27-2018;9-7-2018;\N;\N
17230;Final Masterplanning;\N;7-17-2018;2-20-2019;\N;\N
17230J;Concept Design;Redundant;5-1-2018;2-20-2019;\N;\N
17230J;Project Initiation;\N;2-27-2018;2-27-2018;\N;\N
17230J;Conceptual Masterplanning;Preliminary Conceptual Masterplan Stage;5-11-2018;9-7-2018;\N;\N
17230J;Conceptual Masterplanning;Project Appreciation and Baseline review Stage;2-27-2018;4-19-2018;\N;\N
17230J;Final Masterplanning;\N;7-17-2018;2-20-2019;\N;\N
18009;Construction Administration;\N;2-1-2018;3-31-2019;N;\N
18009;Project Initiation;\N;2-1-2018;2-1-2018;N;\N
18009;Contract Documentation;NA;2-17-2018;3-6-2018;\N;\N
18009;Miscellaneous;NA;7-12-2018;7-20-2018;\N;\N
1800902;Construction Administration;\N;4-1-2019;1-31-2020;\N;S020
1800902;Project Initiation;XX;4-1-2019;4-1-2019;\N;\N
18015;Construction Administration;\N;9-1-2018;9-30-2019;\N;\N
18015;Project Initiation;\N;2-1-2018;2-1-2018;\N;\N
18015;Schematic Design;\N;2-1-2018;3-31-2018;\N;\N
18015;Design Development;\N;4-1-2018;5-31-2018;\N;\N
18015;Contract Documentation;\N;6-1-2018;8-31-2018;\N;\N
18035;Schematic Design;\N;2-1-2018;5-1-2018;N;S030
18035;Detailed Design;\N;5-2-2018;9-4-2018;N;S030
18035;Construction Administration;\N;7-1-2019;6-30-2020;N;S030
18035;Project Initiation;\N;2-1-2018;2-1-2018;N;S030
18050;Construction Administration;\N;12-1-2018;11-30-2019;\N;\N
18050;Project Initiation;\N;2-28-2018;2-28-2018;\N;\N
18050;Schematic Design;\N;3-1-2018;5-31-2018;\N;\N
18050;Design Development;\N;6-1-2018;7-31-2018;\N;\N
18050;Contract Documentation;\N;8-1-2018;11-30-2018;\N;\N
18053;Design Development;\N;3-1-2019;6-30-2022;N;\N
18053;Schematic Design;\N;9-1-2018;2-28-2019;\N;\N
18053;Project Initiation;\N;9-1-2018;\N;\N;\N
18075;Schematic Design;On hold June 2020 with some activity in 2021;1-1-2020;6-30-2020;Y;S020
18075;Concept Design;\N;1-2-2019;1-6-2020;N;S020
18075;Others;not in S.O.;1-8-2018;1-29-2018;Y;S020
18075;Contract Documentation;\N;1-1-2023;4-30-2023;Y;S020
18075;Tender;not in S.O.;5-1-2023;5-31-2023;Y;S020
18075;Construction Administration;\N;5-1-2024;12-31-2025;Y;S020
18075;Project Initiation;\N;3-28-2018;3-28-2018;\N;S020
18077;Contract Documentation;\N;12-13-2019;11-27-2020;\N;\N
18077;Construction Administration;\N;1-1-2025;12-31-2026;Y;\N
18077;Schematic Design;\N;4-2-2019;4-30-2019;\N;\N
18077;Design Development;\N;5-1-2019;12-12-2019;\N;\N
18077;Others;Redundant;8-31-2020;10-20-2020;\N;\N
18077;Tender;Part of Construction Admin;12-1-2020;12-31-2024;Y;\N
18077;Project Initiation;\N;4-2-2019;\N;\N;\N
18078;Contract Documentation;\N;9-1-2020;4-30-2021;N;S020
18078;Design Development;\N;4-2-2018;7-1-2018;N;S020
18078;Project Initiation;\N;4-1-2018;4-1-2018;N;S020
18078;Construction Administration;\N;2-1-2022;1-31-2025;N;S020
18080;Construction Administration;\N;4-1-2019;10-31-2019;\N;\N
18080;Project Initiation;\N;7-1-2018;7-1-2018;\N;\N
18080;Contract Documentation;\N;4-24-2018;3-31-2019;\N;\N
18091;Construction Administration;Aborted stage: 30 months including BIM;1-1-2024;6-30-2026;Y;S020
18091;BIM LOD 300 Architecture and Structural Modelling;not in SO;10-10-2018;10-10-2018;Y;\N
18091;BIM LOD 300 MEPF Modelling;Contract Documentation;1-9-2019;12-31-2020;N;S060
18091;2D Combined Services Drawings;not in SO;10-10-2018;10-10-2018;Y;\N
18091;Others;not in SO;10-10-2018;10-10-2018;Y;\N
18091;Schematic Design;including BIM;10-10-2018;10-23-2020;N;S020
18091;Contract Documentation;\N;1-9-2019;12-31-2020;N;S020
18091;Project Initiation;Including BIM;10-10-2018;10-10-2018;\N;S020
18104;Construction Administration;\N;5-1-2018;5-1-2018;Y;\N
18104;Schematic Design;\N;5-1-2018;5-1-2018;Y;\N
18104;Contract Documentation;\N;5-1-2018;5-1-2018;Y;\N
18104;Project Initiation;\N;5-1-2018;5-1-2018;Y;\N
18124;Construction Administration;\N;4-1-2019;3-31-2020;Y;\N
18124;Schematic Design;\N;6-1-2018;\N;\N;\N
18124;Design Development;\N;12-1-2018;\N;\N;\N
18124;Contract Documentation;\N;3-16-2019;\N;\N;\N
18124;Project Initiation;\N;6-1-2018;\N;\N;\N
18134;Construction Administration;\N;12-15-2018;5-23-2019;\N;\N
18134;Design Development;\N;7-9-2018;8-9-2018;\N;\N
18134;Contract Documentation;\N;8-31-2018;12-14-2018;\N;\N
18134;Project Initiation;\N;7-9-2018;7-9-2018;\N;\N
18136;Construction Administration;\N;12-3-2018;6-11-2019;\N;\N
18136;Planning and Programming;Concept Design;6-27-2018;8-30-2018;\N;\N
18136;Schematic Design;\N;8-7-2018;8-31-2018;\N;\N
18136;Design Development;\N;9-1-2018;9-28-2018;\N;\N
18136;Contract Documentation;\N;10-1-2018;11-29-2018;\N;\N
18136;Others;\N;6-12-2019;12-30-2019;\N;\N
18136;Project Initiation;\N;6-27-2018;6-27-2018;\N;\N
18136;Concept Design;\N;6-27-2018;8-30-2018;\N;\N
18142;Schematic Design;\N;1-1-2019;7-31-2019;N;S020
18142;Concept Design;\N;10-1-2018;10-1-2018;N;S020
18142;Design Development;\N;12-17-2020;2-28-2023;N;S020
18142;Contract Documentation;\N;11-1-2022;2-29-2024;N;S020
18142;Construction Administration;\N;3-1-2024;2-28-2029;N;S020
18142;Project Initiation;\N;10-1-2018;10-1-2018;N;S020
18149;Detailed Design;Scope Aborted;2-1-2019;2-29-2020;N;S020
18149;Preliminary Design;\N;12-1-2018;2-28-2019;N;S020
18149;Miscellaneous;Post Project;2-1-2020;5-3-2021;Y;S020
18149;Project Initiation;\N;12-1-2018;12-1-2018;N;S020
18149;Construction Administration;CANCELLED;3-1-2020;2-28-2023;Y;S020
18151;Concept Design;not in SO;5-6-2019;9-30-2019;N;S020
18151;Schematic Design;\N;10-1-2019;12-31-2019;N;S020
18151;Design Development;5 months;5-1-2024;9-30-2024;N;S020
18151;Contract Documentation;6 months;10-1-2024;3-31-2025;N;S020
18151;Tender;not in SO;4-1-2025;4-30-2025;N;S020
18151;Construction Administration;96 months;5-1-2025;4-30-2033;N;S020
18151;Others;not in SO;5-6-2019;5-6-2019;N;S020
18151;Project Initiation;\N;5-6-2019;5-6-2019;N;S020
18160;Construction Administration;\N;4-1-2020;3-31-2021;\N;\N
18160;Contract Documentation;\N;8-13-2018;11-30-2019;\N;\N
18160;Project Initiation;\N;7-19-2018;7-19-2018;\N;\N
18170;Construction Administration;\N;11-27-2018;9-9-2019;\N;\N
18170;Design Development;\N;10-2-2018;4-2-2019;\N;\N
18170;Contract Documentation;\N;1-29-2019;7-2-2019;\N;\N
18170;Tender;\N;1-29-2019;7-2-2019;\N;\N
18170;Project Initiation;\N;10-2-2018;10-2-2018;\N;\N
18172;Construction Administration;\N;11-1-2019;10-31-2022;\N;\N
18172;Preliminary Architecture and Engineering Design;\N;1-8-2019;6-1-2019;\N;\N
18172;Detailed Architecture and Engineering Design;Contract Documentation;6-2-2019;10-31-2019;\N;\N
18172;Project Initiation;\N;3-25-2019;3-25-2019;\N;\N
1817203;Construction Administration;\N;11-1-2019;10-31-2022;\N;\N
1817203;Preliminary Architecture and Engineering Design;\N;1-8-2019;6-1-2019;\N;\N
1817203;Detailed Architecture and Engineering Design;\N;6-2-2019;10-31-2019;\N;\N
18182;Conceptual Masterplanning;\N;11-1-2018;5-31-2019;N;S010
18182;Final Masterplanning;\N;11-1-2018;5-31-2019;N;S010
18182;Preliminary Design;AR: TOWERS 1 TO 6;5-1-2019;6-30-2019;N;S020
18182;Detailed Design;A&E: PH-1 FEB 2020 | ON-GOING Towers 4 - 6;6-30-2019;12-31-2019;N;S020
18182;Construction Administration;A&E: Tower 1 CS 5 mo;6-1-2020;10-31-2020;N;S020
18182;Tender;XX;8-31-2020;6-29-2021;Y;\N
18182;Others;\N;11-1-2018;11-1-2018;Y;\N
18182;Project Initiation;AR: TOWERS 1 TO 6;11-1-2018;11-1-2018;N;S020
18182;Detailed Design;Tower 2;6-30-2019;12-31-2019;Y;\N
18182;Detailed Design;Tower 3;6-30-2019;12-31-2019;Y;\N
18182;Detailed Design;A&E: Tower 4;1-1-2021;12-31-2021;N;S020
18182;Detailed Design;A&E: Tower 5;1-1-2021;12-31-2021;N;S020
18182;Detailed Design;A&E: Tower 6;1-1-2021;12-31-2021;N;S020
18182;Construction Administration;AIDEA Tower 2;8-1-2023;10-31-2024;N;S020
18182;Construction Administration;AIDEA Tower 3;1-1-2024;3-31-2025;N;S020
18182;Construction Administration;AIDEA Tower 4;1-1-2024;3-31-2025;N;S020
18182;Construction Administration;AIDEA Tower 5;1-1-2024;3-31-2025;N;S020
18182;Construction Administration;AIDEA Tower 6;1-1-2024;3-31-2025;N;S020
18182;Construction Administration;A&E: Tower 1 CS 15 mo;6-1-2021;8-31-2022;N;S020
18182;Construction Administration;LA Tower 2;8-1-2023;10-31-2024;N;S070
18182;Construction Administration;LA Tower 3;1-1-2024;3-31-2025;N;S070
18182;Construction Administration;LA Tower 4;1-1-2024;3-31-2025;N;S070
18182;Construction Administration;LA Tower 5;1-1-2024;3-31-2025;N;S070
18182;Construction Administration;LA Tower 6;1-1-2024;3-31-2025;N;S070
18182B;Preliminary Design;Schematic Design in SO;7-1-2019;8-20-2019;\N;S030
18182B;Detailed Design;Contract Documentation in SO;8-20-2019;4-30-2020;\N;S030
18182B;Construction Administration;\N;6-1-2020;11-30-2020;\N;S030
18182B;Project Initiation;\N;7-1-2019;7-1-2019;\N;S030
18183;Preliminary Design;\N;9-26-2018;1-31-2019;\N;S020
18183;Detailed Design;\N;1-31-2019;8-31-2020;\N;S020
18183;Construction Administration;CANCELLED;3-1-2021;8-31-2022;N;S020
18183;Construction Administration;Tender;3-1-2021;3-1-2021;\N;S020
18183;Project Initiation;Mobilization;9-26-2018;9-26-2018;\N;S020
18192;Contract Documentation;N/A;5-2-2019;9-30-2019;\N;\N
18192;Construction Administration;\N;10-1-2019;5-31-2020;\N;\N
18192;Concept Design;Schematic Design;3-1-2019;4-30-2019;\N;\N
18192;Design Development;Contract Documentation;5-2-2019;9-30-2019;\N;\N
18192;Project Initiation;\N;3-1-2019;3-1-2019;\N;\N
18204;Schematic Design;\N;4-1-2019;5-31-2019;\N;S030
18204;Contract Documentation;\N;5-30-2019;11-13-2020;\N;S030
18204;Construction Administration;\N;1-1-2023;12-31-2025;Y;S030
18204;Concept Design;\N;3-1-2019;3-29-2019;\N;S030
18204;Design Development;\N;6-3-2019;11-13-2020;\N;S030
18204;Project Initiation;\N;3-1-2019;3-1-2019;\N;S030
18223;Contract Documentation;\N;8-12-2018;8-12-2018;Y;\N
18223;Construction Administration;\N;8-12-2018;8-12-2018;Y;\N
18223;Schematic Design;\N;8-12-2018;8-12-2018;Y;\N
18223;Design Development;\N;8-12-2018;8-12-2018;Y;\N
18223;Project Initiation;\N;8-12-2018;8-12-2018;Y;\N
18223;Concept Design;\N;8-12-2018;8-12-2018;Y;\N
18236;Construction Administration;Not in SO;2-11-2019;12-31-2019;\N;\N
18236;Project Initiation;\N;2-11-2019;2-11-2019;\N;\N
18236;Schematic Design;\N;2-11-2019;3-15-2019;\N;\N
18249;Construction Administration;Abortive June 2022 onwards;2-1-2020;5-31-2022;N;S020
18249;Schematic Design;\N;5-30-2019;8-31-2019;\N;S020
18249;Design Development;\N;9-1-2019;11-30-2019;\N;S020
18249;Contract Documentation;\N;12-1-2019;2-14-2020;\N;S020
18249;Project Initiation;\N;5-30-2019;5-30-2019;\N;S020
18256;Construction Administration;\N;8-1-2019;10-16-2019;\N;\N
18256;Design Development;\N;2-6-2019;5-15-2019;\N;\N
18256;Contract Documentation;\N;5-16-2019;7-30-2019;\N;\N
18256;Project Initiation;\N;1-9-2019;1-9-2019;\N;\N
18261;Schematic Design;Concept & Schematic Design;3-20-2019;3-7-2023;N;S020
18261;Design Development;Cancelled Scope;3-20-2019;3-20-2019;Y;S020
18261;Contract Documentation;Cancelled Scope;3-20-2019;3-20-2019;Y;S020
18261;Construction Administration;Cancelled Scope;3-20-2019;3-20-2019;Y;S020
18261;Project Initiation;\N;3-20-2019;3-20-2019;N;S020
18261;Schematic Design;SUBCON;3-20-2019;3-7-2023;N;S070
18264;Schematic Design;Building Audit;1-14-2019;5-27-2019;\N;\N
18264;Project Initiation;\N;1-14-2019;1-14-2019;\N;\N
18264;Building Audit;\N;1-14-2019;5-27-2019;\N;\N
18265;Construction Administration;\N;4-1-2019;10-6-2020;\N;\N
18265;Project Initiation;\N;1-1-2019;1-1-2019;\N;\N
18265;Preliminary Architectural Design;\N;1-1-2019;1-31-2019;\N;\N
18265;Contract Documentation;\N;2-1-2019;3-31-2019;\N;\N
18283;Construction Administration;\N;1-4-2019;1-4-2019;Y;\N
18283;Project Initiation;\N;1-4-2019;1-4-2019;Y;\N
18283;Schematic Design;\N;1-4-2019;1-4-2019;Y;\N
18283;Contract Documentation;\N;1-4-2019;1-4-2019;Y;\N
18284;Construction Administration;\N;4-1-2019;4-1-2019;Y;\N
18284;Project Initiation;\N;4-1-2019;4-1-2019;Y;\N
18284;Schematic Design;\N;4-1-2019;4-1-2019;Y;\N
18284;Contract Documentation;\N;4-1-2019;4-1-2019;Y;\N
19021;Conceptual Masterplanning;\N;10-1-2019;8-31-2020;\N;\N
19021;Final Masterplanning;N/A;8-31-2020;8-31-2020;\N;\N
19021;Project Initiation;\N;6-28-2019;6-28-2019;\N;\N
19027;Concept Design;\N;3-4-2019;5-26-2020;\N;S020
19027;Project Initiation;\N;2-27-2019;2-27-2019;\N;S020
19030;Concept Design;\N;2-15-2019;2-15-2019;Y;\N
19030;Project Initiation;\N;2-15-2019;2-15-2019;Y;\N
19030;Contract Documentation;\N;2-15-2019;2-15-2019;Y;\N
19032;Project Initiation;\N;2-1-2019;2-1-2019;\N;\N
19032;Conceptual Masterplanning;\N;2-1-2019;5-31-2019;\N;\N
19032;Schematic Design;\N;6-1-2019;10-31-2019;\N;\N
19035;Data Collection and Analysis;NIC;5-31-2019;5-31-2019;\N;\N
19035;Visioning and Options Generation;NIC;5-31-2019;5-31-2019;\N;\N
19035;Conceptual Masterplanning;\N;1-1-2023;2-28-2023;Y;\N
19035;Final Masterplanning;\N;3-1-2023;4-30-2023;Y;\N
19035;Others;NIC;5-31-2019;5-31-2019;N;\N
19035;Project Initiation;\N;5-31-2019;5-31-2019;\N;\N
19052;Final Masterplanning;\N;3-15-2019;12-31-2023;N;S010
19058;Construction Administration;line 5 other stages;10-1-2019;5-31-2020;\N;\N
19058;Schematic Design;line 2 dd;6-19-2019;8-31-2019;\N;\N
19058;Design Development;line 3 cd;6-19-2019;8-31-2019;\N;\N
19058;Contract Documentation;line 4 CA;9-1-2019;9-30-2019;\N;\N
19058;Project Initiation;line 1 other stages;6-19-2019;6-19-2019;\N;\N
19075;Project Initiation;\N;4-8-2019;4-8-2019;\N;\N
19075;Schematic Design;\N;4-8-2019;5-30-2019;\N;\N
19075;Detailed Design;\N;6-1-2019;8-9-2019;\N;\N
19077;Design Development;\N;2-20-2020;6-22-2020;N;S020
19077;Contract Documentation;\N;9-2-2020;12-31-2021;N;S020
19077;Construction Administration;JAN TO FEB 2024;1-1-2024;2-29-2024;N;S020
19077;Schematic Design;\N;8-5-2019;2-19-2020;N;S020
19077;Project Initiation;Mobilization;8-5-2019;8-5-2019;N;S020
19077;Construction Administration;2023;9-1-2023;9-30-2023;N;S020
19077;Construction Administration;ON HOLD: MARCH 2024 ONWARDS;3-1-2024;7-31-2026;Y;S020
19085;Design Development;Not part of SO;10-23-2019;10-23-2019;\N;S060
19085;Project Initiation;Mobilization;10-23-2019;10-23-2019;\N;S060
19085;BIM LOD 300 Architecture and Structural Modelling;move all time charges to to this stage;10-23-2019;6-22-2023;Y;S060
19081;Construction Administration;CA & Handover;1-1-2020;6-30-2020;\N;\N
19081;Schematic Design;\N;7-30-2019;8-31-2019;\N;\N
19081;Design Development;\N;9-1-2019;9-30-2019;\N;\N
19081;Contract Documentation;\N;10-1-2019;12-31-2019;\N;\N
19081;Project Initiation;\N;7-30-2019;7-30-2019;\N;\N
19084;Design Development;\N;4-26-2019;4-26-2019;Y;\N
19084;Project Initiation;\N;4-26-2019;4-26-2019;Y;\N
19101;Construction Administration;\N;4-30-2019;4-30-2019;Y;\N
19101;Schematic Design;\N;4-30-2019;4-30-2019;Y;\N
19101;Design Development;\N;4-30-2019;4-30-2019;Y;\N
19101;Contract Documentation;\N;4-30-2019;4-30-2019;Y;\N
19101;Project Initiation;\N;4-30-2019;4-30-2019;Y;\N
19112;Construction Administration;\N;1-1-2020;3-31-2020;\N;\N
19112;Concept Design;\N;6-18-2019;8-26-2019;\N;\N
19112;Project Initiation;Mobilization;6-18-2019;6-18-2019;\N;\N
16073A3;Design Development;Upon Completion of Marketing Plans;9-1-2019;6-9-2020;N;\N
16073A3;Project Initiation;\N;9-1-2019;9-1-2019;N;\N
16073A3;Design Development;Upon Completion of CTS Plans;9-1-2019;6-9-2020;Y;\N
19176;Contract Documentation;\N;11-1-2019;11-30-2019;\N;\N
19176;Construction Administration;\N;12-1-2019;3-31-2020;\N;\N
19176;Concept Design;\N;8-1-2019;10-31-2019;\N;\N
19176;Project Initiation;\N;8-1-2019;8-1-2019;\N;\N
19178;Schematic Design;\N;6-1-2019;3-31-2023;Y;S020
19178;Project Initiation;\N;5-31-2019;5-31-2019;\N;S020
19178;Design Development;\N;4-1-2023;5-31-2023;Y;S020
19178;Contract Documentation;\N;6-1-2023;8-31-2023;Y;S020
19178;Tender;BIdding and Netiation stage;9-1-2023;12-31-2024;Y;S020
19178;Construction Administration;\N;1-1-2025;12-31-2027;Y;S020
19188;Preliminary Design;Schematic Design in SO;10-1-2019;3-31-2020;\N;S020
19188;Detailed Design;Contract Doc in SO;4-1-2020;11-30-2020;\N;S020
19188;Construction Administration;ABORTED STAGE;3-1-2023;3-1-2023;N;S020
19188;Project Initiation;\N;10-1-2019;10-1-2019;\N;S020
19190;Concept Design;N/A;8-24-2019;8-24-2019;Y;\N
19190;Schematic Design;\N;10-24-2019;9-15-2020;N;\N
19190;Project Initiation;\N;8-24-2019;8-24-2019;N;\N
19198;Preliminary Architecture and Engineering Design;\N;1-1-2023;12-31-2023;Y;S070
19198;Project Initiation;\N;9-1-2019;9-1-2019;N;S070
19198;Detailed Architecture and Engineering Design;\N;1-1-2024;6-30-2024;Y;S070
19198;Construction Administration;\N;1-1-2025;7-31-2027;Y;S070
19199;Schematic Design;\N;9-9-2019;12-18-2020;\N;S020
19199;Design Development;\N;1-6-2020;4-6-2020;\N;S020
19199;Contract Documentation;\N;1-4-2021;6-7-2021;Y;S020
19199;Construction Administration;\N;8-1-2021;7-31-2024;Y;S020
19199;BIM LOD 300 MEPF Modelling;\N;1-4-2021;6-7-2021;Y;S060
19199;Project Initiation;Architecture;9-9-2019;9-9-2019;N;S020
19199;BIM LOD 300 Architecture and Structural Modelling;\N;1-4-2021;6-7-2021;Y;S060
19199;Clash Detection and Resolution;\N;1-4-2021;6-7-2021;Y;S060
19199;2D Combined Services Drawings;\N;1-4-2021;6-7-2021;Y;S060
19199;Project Initiation;BIM LOD300;9-9-2019;9-9-2019;N;S060
19204;Concept Design;ABORTED SCOPE: NIC;10-2-2019;10-2-2019;\N;S020
19204;Schematic Design;ABORTED SCOPE: Submitted SD Report (waiting for approval);10-2-2019;10-2-2019;Y;S020
19204;Design Development;ABORTED SCOPE;10-2-2019;10-2-2019;Y;S020
19204;Contract Documentation;ABORTED SCOPE;10-2-2019;10-2-2019;Y;S020
19204;Construction Administration;ABORTED SCOPE: 18 months;10-2-2019;10-2-2019;Y;S020
19204;Project Initiation;\N;10-2-2019;10-2-2019;\N;S020
19215;Project Initiation;\N;1-7-2020;1-7-2020;Y;\N
19263;Data Collection and Analysis;\N;11-1-2019;12-20-2019;\N;S010
19263;Conceptual Masterplanning;\N;1-6-2020;2-28-2020;\N;S010
19263;Final Masterplanning;\N;3-3-2020;4-30-2020;\N;S010
19263;Project Initiation;\N;11-1-2019;11-1-2019;\N;S010
17014;Final Masterplanning;\N;5-1-2017;7-31-2017;\N;\N
17014;Concept Design;\N;8-1-2017;8-31-2017;\N;\N
17014;Schematic Design;\N;8-1-2017;8-31-2017;\N;\N
17014;Detailed Design;\N;9-1-2017;1-31-2021;\N;\N
17014;Construction Administration;\N;6-1-2019;9-30-2020;\N;\N
17014;Project Initiation;\N;5-1-2017;5-1-2017;\N;\N
1701401;Schematic Design;\N;8-1-2017;1-31-2018;\N;\N
1701401;Detailed Design;Design Development in SO;2-1-2018;4-30-2021;\N;\N
1701401;Construction Administration;\N;11-1-2020;2-28-2022;\N;\N
1701401;Project Initiation;\N;8-1-2017;8-1-2017;\N;\N
18228;Concept Design;Schematic Design;10-24-2019;11-23-2019;\N;S020
18228;Project Initiation;\N;10-24-2019;10-24-2019;\N;S020
18228;Design Development;\N;11-24-2019;12-23-2019;\N;S020
18228;Contract Documentation;\N;12-24-2019;1-23-2020;\N;S020
18228;Construction Administration;\N;1-24-2020;7-23-2020;\N;S020
19070;Concept Design;not in S.O.;9-17-2019;12-21-2019;N;S020
19070;Schematic Design;\N;1-6-2020;6-13-2020;N;S020
19070;Design Development;\N;6-15-2020;11-15-2020;N;S020
19070;Contract Documentation;\N;3-1-2021;7-31-2022;N;S020
19070;Construction Administration;ABORTED;7-8-2022;7-8-2022;Y;S020
19070;Project Initiation;\N;9-17-2019;9-17-2019;\N;S020
19238;Construction Administration;\N;4-1-2020;9-30-2020;\N;\N
19238;Design Development;Schematic Design in SO;11-19-2019;1-15-2020;\N;\N
19238;Contract Documentation;\N;1-16-2020;3-31-2020;\N;\N
19238;Project Initiation;\N;11-19-2019;11-19-2019;\N;\N
19253;Concept Design;\N;11-8-2019;11-8-2019;Y;\N
19253;Project Initiation;\N;11-8-2019;11-8-2019;Y;\N
19160;Schematic Design;ON HOLD STARTING APRIL 2020;12-18-2019;2-28-2023;Y;S020
19160;Design Development;\N;3-1-2023;4-30-2023;Y;S020
19160;Contract Documentation;\N;5-1-2023;7-31-2023;Y;S020
19160;Construction Administration;\N;8-1-2023;1-31-2024;Y;S020
19160;Project Initiation;\N;12-18-2019;12-18-2019;\N;S020
19177;Construction Administration;\N;4-1-2021;6-30-2021;\N;\N
19177;Schematic Design;\N;8-10-2019;3-31-2020;\N;\N
19177;Design Development;Contract Documentation;1-1-2020;9-30-2020;\N;\N
19177;Project Initiation;\N;8-9-2019;8-9-2019;\N;\N
19194;Conceptual Masterplanning;XX;1-7-2020;2-7-2020;N;S010
19194;Concept Design;\N;2-11-2020;4-14-2020;Y;S010
19194;Final Masterplanning;\N;8-31-2020;10-31-2020;Y;S010
19194;Project Initiation;\N;1-7-2020;1-7-2020;\N;S010
19205;Design Development;Contract Documentation;3-17-2020;6-30-2020;N;S030
19205;Construction Administration;ABORTED STAGE;12-1-2020;12-1-2020;Y;\N
19205;Schematic Design;\N;10-7-2019;3-16-2020;\N;S030
19205;Project Initiation;\N;10-7-2019;10-7-2019;\N;S030
19221;Schematic Design;AR;2-1-2020;8-31-2021;N;S020
19221;Design Development;AR;8-31-2021;2-28-2022;N;S020
19221;Contract Documentation;AR;2-28-2022;4-30-2024;N;S020
19221;Tender;XX;2-1-2021;2-1-2021;Y;S020
19221;Construction Administration;AR;5-1-2024;4-30-2027;N;S020
19221;Project Initiation;AR;2-1-2020;2-1-2020;N;S020
19261;Design Development;\N;6-26-2020;2-12-2021;\N;S020
19261;Contract Documentation;\N;2-15-2021;7-15-2021;\N;S020
19261;Construction Administration;Actual CS;2-1-2023;1-31-2026;N;S020
19261;Schematic Design;\N;1-1-2020;6-30-2020;\N;S020
19261;Project Initiation;\N;1-1-2020;1-1-2020;\N;S020
19261;Construction Administration;Tender / Bidding Phase;7-16-2021;1-31-2023;N;S020
19270;Conceptual Masterplanning;\N;1-6-2020;6-14-2021;N;\N
19270;Final Masterplanning;\N;2-19-2021;6-14-2021;N;\N
19270;Preliminary Architectural Design;\N;6-3-2021;6-14-2021;N;\N
19270;Project Initiation;\N;1-6-2020;1-6-2020;N;\N
20002;Concept Design;\N;12-1-2019;\N;\N;S020
20002;Schematic Design;\N;12-1-2019;7-31-2021;\N;S020
20002;Project Initiation;\N;12-1-2019;\N;\N;S020
19232;Construction Administration;7 months contract;7-1-2020;1-31-2021;\N;\N
19232;Schematic Design;\N;11-12-2019;2-28-2020;\N;\N
19232;Contract Documentation;\N;3-1-2020;6-30-2020;\N;\N
19232;Project Initiation;\N;11-12-2019;11-12-2019;\N;\N
19284;Final Renderings;\N;12-19-2019;1-31-2020;\N;S050
19284;Project Initiation;\N;12-19-2019;12-19-2019;\N;\N
20001;Schematic Design;\N;1-6-2020;11-30-2020;\N;\N
20001;Project Initiation;\N;1-6-2020;1-6-2020;\N;\N
20005;Concept Design;\N;1-10-2020;1-10-2020;Y;\N
20005;Project Initiation;\N;1-10-2020;1-10-2020;Y;\N
19158;Concept Design;Mobilization;11-12-2019;1-31-2020;\N;\N
19158;Schematic Design;Schematic;2-3-2020;3-31-2020;\N;\N
19158;Design Development;Design Development;4-1-2020;5-31-2020;\N;\N
19158;Contract Documentation;Contract Documentation;6-1-2020;8-31-2020;\N;\N
19158;Construction Administration;Construction Administration;1-1-2021;6-30-2021;\N;\N
19158;Project Initiation;Mobilization;11-12-2019;11-12-2019;\N;\N
19260;Final Masterplanning;SO Line 3;9-1-2020;11-15-2020;\N;S010
19260;Conceptual Masterplanning;SO Line 2;3-1-2020;10-20-2020;\N;S010
19260;Project Initiation;SO Line 1;3-1-2020;3-1-2020;\N;S010
20011;Schematic Design;\N;1-1-2020;1-1-2020;Y;\N
20011;Design Development;\N;1-1-2020;1-1-2020;Y;\N
20011;Contract Documentation;\N;1-1-2020;1-1-2020;Y;\N
20011;Construction Administration;\N;1-1-2020;1-1-2020;Y;\N
20011;Project Initiation;\N;1-1-2020;1-1-2020;Y;\N
20013;Preliminary Design;\N;2-14-2020;9-30-2020;\N;\N
20013;Project Initiation;\N;2-14-2020;2-14-2020;\N;\N
20019;Detailed Masterplanning;review of Detailed Masterplanning;7-2-2020;1-31-2022;N;S010
20019;Final Masterplanning;Permit Plans;8-1-2021;12-31-2024;N;S010
20019;Urban Design Guidelines;\N;2-15-2021;12-15-2021;\N;S010
20019;Conceptual Masterplanning;review of Conceptual Masterplanning;2-3-2020;7-1-2020;\N;S010
20019;Project Initiation;\N;2-3-2020;2-3-2020;\N;S010
19130;Concept Design;25% Conceptual;4-2-2020;8-31-2020;N;S020
19130;Concept Design;15% Conceptual;3-1-2020;5-5-2020;Y;S020
19130;Code Review;Validation of existing concept;3-1-2020;4-1-2020;Y;S020
19130;Project Initiation;\N;3-1-2020;3-1-2020;\N;S020
19154;Final Renderings;SO Line 1;1-7-2019;\N;\N;S080
1920501;Concept Design;Detailed Design;5-8-2020;6-30-2020;N;S030
